"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
1513,2347,2684,1931,2516,427,113,1793,1344,1988,3435,77,2470,2009,1305,2735,2376,431,3482,679,2922,1817,124,2388,1091,3122,852,1549,3106,3054,2423,1808,2092,366,3376,1978
1540,1334,164,2691,517,1935,353,2977,3215,1380,2980,2758,3028,625,73,27,2820,1838,472,3417,2860,1092,2238,1576,126,3506,3363,1033,569,1458,2035,1831,854,2877,2532,3489
2916,3314,3133,1905,977,3100,1535,2670,448,931,567,397,3140,830,1175,81,2983,1039,2514,1319,2932,1225,1264,1995,2459,2973,478,3130,1721,1680,265,1384,1158,2322,545,2661
3283,1049,787,2989,3066,1704,1720,1312,3346,3430,3331,354,3501,2572,19,45,2396,2560,1703,1224,3525,1979,288,865,2166,1449,1598,197,2846,2261,1743,2113,2889,2571,2115,1592
484,3295,1616,1867,3492,2275,2722,3181,328,730,235,1552,3385,2629,1131,621,390,470,3089,3242,1020,531,949,1799,2441,2542,2346,1378,2286,1950,1955,1011,142,300,2521,2230
744,3197,3177,2873,1947,1832,2904,831,3488,2825,421,320,3298,1278,1387,1763,894,91,2124,2083,3107,346,498,1137,2325,2647,79,1226,1438,217,274,461,2391,817,1329,3047
2818,2373,2527,2021,2681,3221,1956,2020,996,445,3043,972,2804,1453,3065,834,2984,2161,3207,2475,294,2237,2990,755,734,1635,426,2244,2897,2357,1744,464,959,2529,1529,1712
3423,2421,1643,864,2871,1548,2787,1437,543,3279,1675,1077,2846,3473,490,3464,207,732,1703,3525,2571,663,1352,3491,1818,877,1386,2115,1655,1128,206,3501,1073,789,3399,2477
648,2059,403,1821,84,1898,97,819,2716,1654,1364,1556,3605,1044,1014,1138,856,3259,2462,349,3120,2344,2454,3434,1357,3112,3569,762,1123,2996,29,3231,503,261,3165,733
1333,374,817,447,2249,2559,274,449,3352,1438,327,3530,3327,2083,252,2044,2129,777,1137,91,575,2901,2611,2876,3509,3187,742,320,346,2837,1701,2786,3047,221,3488,1788
3355,557,2558,2348,2548,2985,1859,321,2746,1873,1998,708,2858,2835,216,2756,3277,532,802,3486,1371,1198,975,738,2366,1671,310,1190,3246,716,3405,2920,2934,2067,2484,3271
926,340,2615,726,1143,3261,3415,1726,2562,3564,3518,1758,1482,1761,620,287,1917,2694,380,1870,358,245,675,1522,2992,910,1054,1350,3393,1277,554,2506,298,2869,1565,1892
2029,156,309,2864,3276,1581,1244,1337,2189,3608,2137,2064,1975,3390,838,1868,1569,406,986,2239,3253,65,1398,790,2319,1990,516,627,2173,1735,2729,541,495,2274,840,1966
3513,1227,3143,2604,2464,2683,912,710,2253,413,2014,1897,1354,2581,1464,192,1536,1762,1911,3267,2834,3032,1580,2594,2518,558,3443,1819,2159,3000,2633,1824,1756,203,1422,234
2191,3308,291,2875,2046,866,2731,160,2289,2658,2155,929,935,3188,3450,1786,3132,1297,587,1102,3581,2438,3381,1170,815,1904,3479,1729,1813,2666,863,3373,2209,93,2675,872
1069,213,2702,2406,1474,3109,2970,1425,1984,627,3086,1265,920,2173,711,552,3557,495,246,2274,1710,54,1875,2505,646,1571,1308,1631,2189,3390,501,2231,2239,2921,3590,1868
252,2876,575,759,1835,3,327,3352,2729,3002,2265,3559,2249,2611,986,3286,3187,1399,2559,2044,447,1975,777,2239,2505,1398,391,2907,2355,2711,1694,1244,1788,3047,154,1710
2659,2579,2808,2145,1356,2697,1646,1774,168,589,2865,1960,2628,3236,3008,2087,3461,2012,3288,2750,2118,1159,2845,3610,2564,1954,80,179,7,2276,473,1435,1465,2080,629,1583
2571,3501,2787,1720,2846,1224,2572,1643,3473,3283,95,3525,1049,864,2261,1073,3279,1312,543,1688,3346,1692,1979,3491,2871,3066,1395,2115,2204,865,2989,3423,2354,207,1071,2396
3066,354,2560,3331,1688,787,2396,3283,1449,197,19,2989,1312,1598,2889,1049,3430,865,3501,2113,1720,1836,3346,45,1946,3525,3206,2572,1291,2166,603,1703,2552,288,2115,2846
1382,2924,1259,3230,3238,3229,1089,2744,586,1663,243,466,3597,22,1127,2618,3123,1251,3307,303,3227,2030,63,3184,2111,3251,2072,3460,476,339,1792,3101,2616,273,2211,601
1459,2974,2555,1432,16,1103,42,1557,3391,740,3058,2503,1413,1855,388,1067,3121,542,2686,513,3022,2160,1736,2353,1470,897,3222,12,195,289,3601,1669,574,1340,2811,3173
410,39,2641,3115,3511,1231,850,1260,2752,3186,463,144,2954,3446,2508,2676,2487,1814,979,1070,2472,224,694,3474,699,2309,3018,2755,2272,20,2418,1030,539,3241,1525,2685
3163,2333,236,259,1164,2384,3256,378,2310,2955,2534,2181,3161,3394,3074,1906,1899,2413,2919,1661,823,1962,758,1642,2361,2908,1658,1338,826,1421,2358,1298,2836,1411,1374,145
2869,2063,705,173,1054,2202,331,1870,1270,851,428,245,1277,14,1933,2269,1482,1565,1146,3225,287,3564,2911,2650,147,1247,1758,3190,870,910,1522,440,1143,1768,1579,3323
3086,711,501,2355,2505,3286,1474,495,2515,1875,3002,2265,3109,1984,2365,2907,2239,3,627,1700,2702,3390,1050,2886,2611,1571,575,986,1835,1918,2406,3047,3557,1795,1244,1701
1311,1564,901,888,1853,623,2478,190,3343,3353,2802,1499,1418,24,3260,33,1165,905,2551,2690,2193,3281,1662,3382,1279,2879,1729,2703,3539,2666,2407,3092,2675,1968,93,319
2357,2161,2358,2244,356,595,972,1059,3043,2919,758,362,2897,3221,3161,426,1874,2913,2984,2681,3571,51,3256,1661,378,1642,749,2527,3065,2170,1529,3163,1515,588,1691,959
3083,3150,1012,1982,1066,686,482,1394,2451,107,2601,2335,581,1221,1013,1871,2951,2,2142,2317,2740,820,553,3158,123,50,2519,2316,2682,1605,2507,1858,2430,102,299,707
399,3313,1392,1349,1840,1558,1361,3451,796,3040,47,1330,1199,544,389,420,3594,2969,1101,2060,3387,597,66,2401,924,1991,3170,357,2592,1027,908,858,1179,918,1109,3396
2455,1582,326,3534,162,3045,2933,1124,3321,2585,2719,1902,3542,684,564,1493,650,3117,1524,827,3136,2843,786,166,3270,1753,3386,3157,3517,570,2073,1403,1008,467,1479,2107
2776,798,1656,2453,2956,330,812,2839,1668,2700,59,1222,1831,2197,2019,2277,1633,980,472,2339,3417,387,598,2780,1609,1888,400,1987,2496,135,3028,3245,1495,3134,873,2491
1957,2770,1755,1504,277,2687,1362,371,108,1880,28,508,2199,370,2583,1930,3602,2242,2674,2130,1664,583,3103,2412,1842,1439,3603,1043,1353,183,3239,2247,529,286,3303,3271
913,1006,1849,3235,3249,3282,3315,1005,941,3396,117,1123,1383,2592,1419,1142,733,762,1351,1229,357,3354,2198,3010,2727,420,3165,3259,1556,2401,3463,1862,796,3569,116,856
1900,2763,697,2164,1563,3579,2649,2398,2578,2378,923,2805,3199,2195,1811,1747,1837,2748,1780,2002,3589,2909,2963,2586,1391,657,3414,1476,775,651,2329,914,1042,43,1257,816
1049,2572,1224,3283,1703,3501,1688,3346,2571,2261,2846,1312,2989,1979,95,2787,3066,3525,787,45,1643,288,1704,1073,3473,3279,2354,2396,865,1395,3430,864,1592,2115,2204,354
2857,2034,2514,1995,1175,2847,2983,1741,2670,1680,1723,3100,1319,3167,448,3375,2916,861,1158,3314,797,397,68,2789,1923,3130,977,1863,1687,2069,465,966,3133,1587,1225,3140
2466,1200,1789,1936,1041,2831,408,2570,1547,458,800,2704,2623,2259,654,1639,3116,895,444,2953,2656,2791,2410,3159,1766,1342,2751,2196,2017,363,2993,3379,347,2771,3020,3166
1741,861,797,3375,2034,2847,2857,1863,2069,3167,1995,2789,966,68,1721,1680,1923,106,1886,3202,2606,1158,1175,2983,1587,2082,1319,2514,2271,465,1469,3100,2177,1800,1268,3130
3144,953,366,2388,46,1154,1420,1081,124,2376,634,1004,205,3131,852,1793,459,1258,122,3421,3248,1674,3582,77,2516,2968,3495,1808,2470,1993,1684,3054,1846,893,1820,1513
3424,1829,1367,2531,3512,1865,2929,2452,2203,210,3005,3411,2809,276,3349,1561,853,2721,1018,3365,1263,3034,713,2639,1192,25,2884,504,3481,2139,1212,1355,477,2525,1031,2713
340,380,1143,1758,726,910,1482,1696,2506,3564,245,2615,1579,3415,1565,1870,1054,926,922,2202,287,3518,1247,2869,3261,843,1917,428,1277,1709,2562,1316,1522,705,620,358
2267,2677,2772,976,3339,3398,795,741,2783,1764,2288,3053,3470,134,2322,1256,2397,2705,1024,265,768,1985,262,845,478,2458,2932,528,1915,717,2957,1264,1307,2210,1184,2089
3291,372,239,752,3328,2243,324,2345,1070,1822,296,788,3052,694,3410,2668,1030,3324,436,3241,2494,169,1260,1964,3419,2954,3099,2816,3051,1742,2487,233,92,2939,41,979
1165,2155,2675,2666,1499,1786,905,2438,3281,1297,1853,291,3152,93,623,190,2731,2046,1115,815,1245,2879,2802,2193,587,2658,1711,2191,1311,1699,1997,572,935,901,1418,2875
138,1216,89,942,2411,3455,793,1653,2635,1927,92,3027,1826,3483,739,1964,876,703,563,1742,3194,3324,1510,2153,1276,3014,409,2755,1857,3241,2630,2247,1822,2067,2272,1440
928,2262,308,3142,2734,2796,1307,2210,2152,1032,727,2426,2458,3212,269,8,2775,1287,2705,768,717,2957,2807,1306,1348,1613,232,226,3305,875,2935,3470,1466,791,806,2528
3523,3125,1787,3240,1477,3011,348,2561,1229,608,1335,1056,2782,3354,833,857,3463,2999,712,3569,760,514,1005,1357,2303,1383,868,3537,94,3392,2774,733,3231,1460,1457,1351
2743,2138,3441,3297,2240,1095,769,2143,2176,279,2220,2948,2768,2883,1893,1452,1489,982,1026,736,1116,3336,1079,609,1505,1410,3275,2096,960,782,1574,943,855,677,2105,1188
1943,293,344,3168,3573,1108,104,2025,3453,3372,318,270,414,2988,2888,2541,2053,2049,1451,1845,995,2644,3504,282,3070,3094,2797,2405,1232,2793,1521,585,774,1153,2268,1388
1966,406,2064,516,2759,2584,1990,1094,1569,1581,2714,652,2351,2137,3276,840,1551,2381,2863,591,2319,214,1337,790,140,309,2217,519,1358,1697,342,398,838,2029,1144,896
1340,3121,2686,3601,3427,2503,3391,1348,3222,1470,1103,3126,513,232,388,16,661,2935,574,2528,1413,727,289,1459,8,881,2555,110,740,1828,2353,1287,1306,1706,3220,3022
1285,341,3365,1634,1212,2882,238,3034,1284,2830,2809,1847,2741,60,2887,2929,2580,1263,1063,3071,1829,121,477,3349,3005,3003,1839,2760,1252,1921,2531,3062,1275,504,2941,3428
955,792,3087,836,2597,3330,1512,2120,2621,2870,429,111,3035,1939,1637,766,3036,3128,890,142,531,859,655,3547,999,952,3561,2588,228,2227,1506,1777,1020,2959,580,2949
674,90,3494,1896,2726,2018,2183,1029,1589,2952,637,984,3418,37,3191,2074,548,1602,903,1057,4,3403,52,3004,667,2102,3063,580,2015,228,2671,2379,2227,748,1169,2582
1019,1614,757,3538,1313,3550,2728,2513,3151,2024,2912,1289,1544,524,2927,1324,2432,57,3254,272,2589,100,332,2486,202,685,761,1185,2427,172,2131,2761,2250,3591,176,3522
1723,861,2034,2857,797,2847,2789,1721,3375,2069,1995,1863,966,3167,1886,1680,1175,2514,68,2606,2983,106,1158,1280,2670,1923,3202,2082,1319,1469,3100,1587,9,448,465,2271
92,739,2630,3324,2816,788,1964,942,2223,2153,2668,2243,2411,2635,714,41,1822,752,1927,169,1730,1216,3241,2874,3127,324,3014,3328,1728,1572,505,138,3291,703,292,694
2166,288,45,2039,182,3430,3346,1592,1269,1979,2989,1887,19,787,2572,1049,2354,368,70,1309,2261,1688,2273,1720,1481,3331,576,1224,3283,1395,2867,1704,1848,95,3066,1472
1085,2537,2804,3207,1850,294,3209,676,1193,1956,2020,2762,441,1484,2818,2475,2385,755,148,1327,2373,1453,2995,1145,2894,891,2681,2984,2848,1560,3548,1691,464,1368,3529,1529
3124,2664,3480,2557,1320,3436,2094,1526,1141,1644,2222,813,1823,99,546,3268,631,181,2634,61,3141,1973,3510,1083,1174,316,271,3316,2446,1969,233,2213,1038,3429,3458,2539
533,200,1329,522,452,1226,993,3107,1407,3077,196,498,2296,461,765,3300,1763,2100,2279,345,3437,48,894,1455,421,1238,1996,1278,2647,1406,2005,2325,565,2904,2134,3532
2909,1257,2805,1476,2649,2164,2821,1780,3303,775,3579,1900,360,1043,2748,3023,3199,1719,2855,3603,1042,2819,2011,2329,2378,1563,2398,2583,3103,2763,3369,1391,2002,1880,697,1162
455,1180,375,1107,167,2128,1003,2761,640,3384,411,1677,202,1803,1436,1062,3600,3574,685,2927,3113,1942,332,848,3031,521,3609,32,672,573,1591,2912,2608,1681,3073,644
2315,1541,2493,1460,3583,671,2971,2379,2303,868,2915,2607,3403,824,2547,833,1575,932,3004,3195,3418,903,3392,1335,2060,1101,1317,760,2561,1650,2183,1179,1167,551,908,3125
638,1328,2790,1881,451,432,3452,1300,2511,2008,323,2255,1363,1445,2575,1428,653,2300,2371,1087,1756,2594,1809,3425,114,3234,3084,3233,1217,3502,3185,2469,2834,592,1833,3340
2224,669,1566,2838,1234,3527,1072,1907,1261,2850,2403,1846,2512,2966,2859,3572,3495,647,1619,2810,2710,1993,1894,2652,1508,120,459,2205,1186,3582,3422,3024,1417,1004,2330,178
1173,2510,1638,191,2987,1078,633,1937,3376,1630,127,2099,719,1549,1475,1754,2431,3457,3351,2893,3106,373,188,679,2657,2009,2057,401,1076,885,626,1344,2092,2386,1147,2600
2719,1402,3117,35,3270,1479,3155,3045,3344,3157,564,36,158,1902,1403,326,2297,1016,162,822,3386,839,85,636,1715,1885,3136,2585,2151,379,650,250,715,2233,500,3534
626,2987,127,188,2657,1630,3457,1078,1608,2057,537,1638,1475,1147,3148,1752,602,633,635,1076,2500,3568,1534,2510,191,373,55,1641,1322,1173,1114,2099,3332,719,1934,2893
371,277,1930,1717,28,1957,583,2412,2770,2583,2687,2242,3239,3103,1504,1880,1842,508,1040,1362,370,2192,1162,108,2424,3602,529,3303,183,1043,2402,2199,2356,3603,3023,1353
2594,2469,3452,3443,1464,1363,2790,2014,1445,1021,2371,912,451,1819,1300,1667,2464,2834,2008,2434,1750,192,1328,133,3513,3084,2604,3234,1354,3171,1422,638,1698,653,1824,692
3546,958,2566,2638,1302,2991,1375,1098,2146,1920,2254,1369,2098,2285,1336,1983,2414,3468,1294,3490,582,745,641,337,869,3477,2168,386,334,149,600,3521,944,1416,151,1586
1482,1143,910,245,380,1726,1565,340,3564,1054,2506,726,1579,2202,1870,3415,1247,922,428,1696,287,1709,2869,2615,843,705,1277,1917,147,2063,3518,1316,3359,926,1933,1522
1273,128,1010,2140,1827,1462,1401,3409,2521,3262,951,925,1994,1378,2617,540,23,1325,2286,2393,3242,2629,2251,201,328,1125,2230,2722,536,2449,2499,621,3295,3089,3471,1867
3535,3413,2075,1104,1959,2608,2445,731,772,1497,3609,3113,2753,2624,10,2801,3591,1803,1424,1218,2593,172,515,1810,573,361,3384,685,1003,3575,2077,921,1389,1468,57,1180
2992,675,3261,620,2694,2562,1892,554,1350,3518,926,3467,2965,2615,358,382,3078,231,3415,1917,1696,283,298,469,726,1267,3393,746,287,1625,87,2490,3564,916,340,1522
1580,203,3000,1897,413,2683,242,3267,2159,2622,1227,3143,2047,1963,281,1536,2581,1698,1594,1640,3244,2633,225,234,2253,2188,2604,710,3513,1952,1467,558,2553,3032,488,2464
498,1226,3107,1278,421,2904,2647,452,894,2873,1329,2825,2100,831,1746,461,2124,3177,2134,196,2391,200,2325,533,1690,3298,1947,1407,1238,522,79,2279,3197,2296,1050,3300
265,2322,976,2772,2783,1727,2932,2288,2267,478,3339,134,2677,262,567,3398,2397,81,795,1264,3053,741,1915,1535,1024,3470,1256,545,1905,830,845,2705,2459,1184,768,1985
1824,1911,2364,662,2813,2323,3189,558,1354,3084,822,2004,2253,1885,3233,2834,3366,250,2604,500,3344,1833,1536,912,234,158,2008,3478,1445,939,1227,2297,2575,842,2594,839
1948,2175,3116,3020,1547,2791,363,2184,1343,1936,1612,2259,800,69,2023,1632,1041,3379,722,1342,1200,186,2943,725,2342,1722,1128,458,3399,3159,654,2148,1655,1514,2831,53
2482,2043,2095,3383,2395,2958,2652,579,2266,523,178,2733,2232,1894,1597,1463,3572,3565,2850,3024,2031,3326,673,1186,2859,3378,3284,1237,2838,1953,1527,3380,1261,1566,3445,3438
735,1219,3190,1405,3225,14,3322,3289,62,2868,1270,331,2400,997,870,1345,1146,2063,83,1046,1126,1120,194,2520,2269,173,1277,377,2084,2869,260,3323,1522,2463,1709,3104
2070,256,2081,1111,835,971,1000,398,26,1048,230,2711,338,140,405,1783,154,391,2217,1396,2986,963,840,71,790,1788,2946,1399,3559,3232,2826,2714,1922,1398,3187,527
994,3389,2051,2435,2998,3055,937,1208,1433,1189,2417,1426,184,343,2602,538,2461,424,404,3304,2360,401,3009,2092,64,3192,1817,2479,2569,3408,3578,2431,2627,2891,1891,2922
435,3316,3420,2446,939,3478,3429,839,813,3458,842,2004,85,631,3029,181,250,3366,715,1174,3155,158,417,316,225,234,2813,1320,3124,2323,1403,488,1526,822,558,1141
1925,2841,1172,215,1434,434,3454,2408,2767,1430,1485,2359,2745,2307,1882,2739,2660,1168,1574,776,630,302,1531,2369,964,3048,3228,2169,2027,2673,1026,1801,312,2327,497,1097
1332,2779,2001,2785,3302,2905,2938,2717,3203,2784,2544,3105,1798,1501,1303,2923,1045,3475,2382,2192,2620,3607,1385,1604,2402,1100,2122,3563,3489,2321,2424,315,290,1495,1058,569
2628,2579,2659,2012,1702,589,1646,2276,80,2808,2145,1159,2080,3236,1356,1976,2697,2437,1954,2087,1583,3288,2900,168,1960,2460,1435,2865,179,1516,7,3134,2750,3008,1555,3461
2777,2502,2055,1036,1488,2302,828,2698,3505,2048,211,754,3422,237,1782,3400,700,3515,3135,1619,2710,462,1796,2258,2856,1820,2522,1546,1442,2481,2343,2512,1341,2695,3524,2968
1007,514,2824,3371,712,2234,1457,1197,1080,348,3292,2774,857,157,1152,767,2782,1135,3537,1787,616,2880,3069,2282,2568,1610,3243,3523,760,551,1056,1408,1539,568,990,2561
1637,142,1161,2346,3561,1538,2870,429,390,1950,1595,3310,792,531,3345,1552,2588,3224,836,766,300,470,2597,3181,3492,3128,2696,3255,1266,3469,1553,1738,2275,1020,2949,1665
439,2062,383,1318,359,2212,2241,1467,609,2982,2280,2036,1640,2680,943,1079,1615,2474,2633,2047,1577,1594,1452,3160,2176,2489,677,2764,539,2309,3267,2022,1505,1893,1136,20
1022,1139,2536,3543,3596,618,1113,3042,2910,1969,3577,2185,2056,2539,271,2442,643,764,98,2085,1657,416,1038,2219,3137,3268,170,2890,2206,2222,3459,2747,1083,546,747,2328
3199,2011,2649,2329,360,2909,1747,1900,2002,687,3369,2821,2164,2398,2418,880,1257,2855,1719,699,2549,2805,2763,1476,224,1206,1043,2586,3603,2942,2676,3579,3303,1365,1811,286
492,3595,2829,2471,849,3329,3554,872,2603,1528,1940,249,3440,2498,1904,511,2235,2377,718,783,973,1241,3132,1813,3397,2918,3570,785,3381,526,1856,1679,3012,1683,208,2289
2777,2258,3505,2698,3524,1442,3135,2522,1036,2502,3584,2707,2126,237,1775,3400,1292,3364,828,2854,884,2343,2695,2055,2149,152,624,2302,814,211,3097,462,1796,1844,1488,771
2070,1048,71,26,527,3232,2217,2946,1111,2081,2773,3562,405,896,140,1769,1627,3503,1000,2381,502,2714,1922,256,2543,1299,398,971,963,1358,840,835,338,2584,2257,154
987,682,3104,86,2749,2084,3580,1130,3263,1676,377,1345,753,1834,317,229,2520,62,268,2013,1601,1919,924,1991,2463,2590,997,2868,1405,251,3348,1109,1806,194,858,1219
1916,153,3388,2332,1015,485,2940,2995,2961,1214,3044,723,891,3216,3548,1370,3183,3370,3529,676,1830,2945,915,441,2340,3290,471,2311,1961,1443,2385,1248,148,1166,58,1035
2438,2675,2155,1729,2731,291,3152,587,1165,2666,2046,2191,1245,3281,1297,1499,935,1699,1997,1115,93,905,989,190,1853,863,2658,2875,160,866,2106,815,623,2193,1102,3308
348,3523,1732,3011,857,1056,2782,514,1477,3125,2999,3537,712,2561,3240,608,1457,94,2774,1776,760,1357,3371,1229,3354,3231,833,616,1903,1335,3569,2234,2303,693,157,3463
2837,2986,777,230,391,3187,3530,21,835,3559,338,3352,742,2711,2826,447,256,2876,2129,2157,1399,374,971,759,76,1769,1396,2249,252,1000,221,154,1701,871,1694,1111
408,2466,1722,2831,1639,2704,2623,2656,1041,1200,895,2196,444,2570,1936,458,2771,2017,2993,2167,2953,494,1547,2259,2751,654,3166,902,3178,800,2663,3159,2410,988,3116,2972
2380,3306,437,2304,88,2587,1509,3285,2103,402,664,2003,2832,1471,241,2742,1649,1669,1678,1122,3528,1588,3560,1861,574,2353,2336,2535,897,720,881,701,2328,3536,1965,542
1144,214,629,1805,1446,473,1551,419,591,3172,2750,519,1094,179,2295,652,2759,2688,2491,1213,3236,168,2351,342,1954,1358,2780,3008,1966,2584,2496,2808,2863,2381,589,1435
303,2822,3597,5,442,3307,1910,2744,1195,1089,3320,1228,1382,2372,1860,3251,2030,3230,2924,3123,1412,2618,2114,948,3472,665,1705,2211,3439,273,1663,466,1296,446,1259,3229
2376,2516,124,2388,2470,1513,1685,77,366,953,1808,113,427,852,3131,1724,2347,3482,431,1420,3144,2684,3054,1931,893,1554,2009,679,634,1154,3421,3435,1674,46,1344,885
1678,1122,1951,829,2626,430,1965,1509,701,3598,683,1593,1471,2832,137,367,369,981,3306,499,3432,2535,2380,146,1088,1440,292,1572,3560,3395,2103,3081,992,1053,3014,3285
1918,510,1238,2134,2365,1050,3265,1875,2100,3437,2391,2515,1571,1473,196,2647,501,2886,3590,1984,2509,2124,711,452,498,79,2005,2355,2907,2296,1278,3557,2050,200,1710,3047
211,2856,255,930,3400,2343,3515,2502,2221,3119,2132,3135,2302,1341,1233,2610,2698,2854,754,2481,1498,3068,1775,2777,2147,3274,2258,2433,2126,559,1034,1488,2715,1782,3097,3219
2096,1376,2898,2105,1515,749,2045,960,1489,1628,2170,1874,2896,3336,2948,2468,51,362,3048,3593,302,588,2994,982,1188,2913,769,3297,1059,356,832,497,1026,595,1095,3571
2001,2717,2938,2382,2424,2192,3302,2779,2356,1385,583,2402,1773,1501,628,1842,1045,3239,1332,2905,2784,28,3105,313,529,1930,569,290,1040,1458,2242,2785,2412,3489,2122,2877
949,621,730,2230,1131,1867,2286,1011,328,1616,2393,3295,1689,1378,3409,2441,235,2629,1533,2617,2275,484,1273,2542,2722,2521,3492,1010,2154,470,3242,1636,1552,951,3385,3181
185,465,1923,860,1587,3587,68,139,1158,1909,1972,2177,3167,3130,1246,443,3202,1230,1680,3576,1242,3375,1319,3076,1863,483,2271,3175,1225,2661,2847,394,106,2648,756,397
1882,776,1068,670,3228,109,1430,1485,550,2556,2097,2298,1172,630,2200,2054,2169,351,215,2739,2975,3030,1434,2440,1168,1958,1372,1884,453,3367,1772,384,312,1097,304,1404
1974,1934,1322,3448,2324,1483,3148,1534,3169,537,1114,1641,1608,978,602,72,626,635,3182,2657,1182,2144,3568,2248,188,1147,709,2057,1377,1754,55,433,127,1096,3332,3457
1003,3113,3384,1180,3609,2608,375,685,455,573,1104,1959,1436,1748,202,3591,2801,1760,640,3073,1107,2445,2912,57,3535,921,167,772,2761,2075,172,848,3413,2128,1810,2927
3466,2937,1283,1155,264,180,2218,2467,2264,1042,1914,2122,2186,2374,2819,1391,3563,290,578,775,1162,2748,11,1999,1058,1040,3105,1045,3465,3589,3023,3566,3475,2378,2402,3217
629,591,3172,214,1791,2295,2491,1144,179,1094,473,342,2688,1551,1446,2780,2750,2351,1954,2759,2496,519,2277,419,3236,1966,598,2863,1435,652,2700,168,1990,589,1735,1668
1971,3447,1883,2590,1601,1834,2852,804,1129,611,1676,1130,1295,810,1573,251,2013,682,1279,572,2757,317,3092,479,518,86,525,753,3516,987,858,2879,1784,1133,3348,381
1523,1919,706,1448,268,3085,194,3382,385,267,3580,3348,2520,319,3323,2483,1662,753,3377,2868,3104,870,33,1559,3353,987,3092,2650,2013,957,1345,3539,3260,2269,1130,945
1554,893,2470,3482,124,3131,3421,3406,885,113,1793,953,314,1196,1513,679,1420,2388,3487,2347,2009,678,1243,122,2516,2376,3144,1724,3351,719,1148,1685,205,3376,366,2386
2511,2252,2575,3425,946,1833,2906,638,1428,82,3233,500,3533,3185,1881,2008,2151,3189,1207,3145,590,3084,1750,1087,451,323,662,379,2297,1885,1447,1445,2828,432,2364,36
2801,3205,772,3101,515,921,3184,1959,3227,573,10,163,1127,3073,3609,2075,555,1468,243,1497,586,63,2608,1760,3575,2111,1436,3384,1373,1673,3413,3238,1239,848,1803,1315
